text,sentiment
"Menyusun presentasi dengan strategi yang kompleks",0
"Berlatih bermain musik dengan ritme yang baik",1
"Menghadiri kelas seni yang kompleks",1
"Belajar matematika dengan pendekatan yang salah",0
"Membuat karya seni yang aneh",1
"Mengikuti kursus desain grafis yang kompleks",1
"Berpartisipasi dalam kursus yoga yang membuat bahagia",1
"Menghadapi tantangan fisika yang kompleks",0
"Mengikuti kursus bahasa asing yang membuat bahagia",1
"Belajar programing dengan metode yang salah",0
"Belajar menggambar dengan teknik yang baik",1
"Mendalami sejarah yang aneh",1
"Berlatih bermain olahraga yang kompleks",0
"Mengikuti kursus psikologi yang membuat bahagia",1
"Belajar mengajar dengan pendekatan yang salah",0
"Mengikuti kelas ilmu sosial yang kompleks",1
"Menyusun rencana keuangan yang aneh",1
"Berlatih bermain musik dengan teknik yang baik",1
