text,sentiment
"Menyusun presentasi dengan strategi yang kompleks",0
"Berlatih bermain musik dengan ritme yang baik",1
"Menghadiri kelas seni yang kompleks",1
"Belajar matematika dengan pendekatan yang salah",0
"Membuat karya seni yang aneh",1
"Mengikuti kursus desain grafis yang kompleks",1
"Berpartisipasi dalam kursus yoga yang membuat bahagia",1
"Menghadapi tantangan fisika yang kompleks",0
"Mengikuti kursus bahasa asing yang membuat bahagia",1
"Belajar programing dengan metode yang salah",0
"Belajar menggambar dengan teknik yang baik",1
"Mendalami sejarah yang aneh",1
"Berlatih bermain olahraga yang kompleks",0
"Mengikuti kursus psikologi yang membuat bahagia",1
"Belajar mengajar dengan pendekatan yang salah",0
"Mengikuti kelas ilmu sosial yang kompleks",1
"Menyusun rencana keuangan yang aneh",1
"Berlatih bermain musik dengan teknik yang baik",1
Ibu saya sering pingsan dipukuli oleh ayah sampai berdarah-darah,0
Sejak kecil ayah saya tidak menyukai penampilan saya Warna kulit dan wajah saya berbeda dengan keluarga yang lain Ayah saya sangat membenci saya dan memaksa saya harus melakukan operasi plastik ketika sudah besar nanti,0
Pagi tadi saya iseng mengunggah sebuah foto selfi di internet Lalu saya dapat kabar kalau teman kuliah saya melakukan masturbasi sambil melihat foto selfie saya saya sangat takut,0
ANAK SAYA DIGERAYANGI OLEH LAKI-LAKI TIDAK DIKENAL SAAT PULANG SEKOLAH SAAT DISELIDIKI TERNYATA LAKI-LAKI TERSEBUT ADALAH ALUMNI SEKOLAHNYA ANAK SAYA SANGAT TRAUMA SEKARANG,0
Ada kasus pencabulan di SLB dekat rumah Belum tertangani dengan baik sampai sekarang karena kasus masih sering terjadi,0
Saya menemukan seorang anak SD yang dipegang-pegang badannya sama staf di sekolahnya,0
Papa aku kalau ngomong suka kasar banget Aku dikatain idiot lah bego lah goblok lah anak gatau diuntung Sakit sekali dengarnya Ini aku nulis juga sambil nangis Aku harap ada penyelesaian buat papa aku karena aku ga berani untuk bilang,1
Sering terdengar teriakan di rumah tetangga saya Setelah ditelusuri ternyata anaknya sering disiksa oleh ibunya Dia disiram air panas bibirnya diberi balsam dan sering mendapatkan kekerasan fisik,0
Dosen saya mengiming-imingi nilai besar jika mau berhubungan badan dengannya,0
Saya benci dengan ibu saya karena dia selalu membuat kepercayaan diri saya hilang,1
Saya sering dipaksa melakukan hubungan badan dengan om saya,0
Adik saya sering dipukul temannya sampai cacat fisik,0
Saya diharuskan bekerja oleh bapak dari pagi sampai sore dan hanya diberi makan satu kali dalam sehari,0
Suami teman saya sering merendahkan fisik teman saya setelah melahirkan,1
Ibu selalu ngancem bunuh aku kalau kerjanya ga bener,0
Anak tetangga sering mengeluh dipaksa belajar oleh kedua orang tuanya Biasanya ia hanya istirahat untuk makan Dia dilarang bermain sama teman-temannya,0
Anak saya magang di hotel melebihi jam kerja sehari bisa 10 jam sehari,1
ANAK SAYA PEREMPUAN DIPERLAKUKAN SECARA TIDAK PANTAS OLEH BOSNYA TUBUHNYA DIRABA RABA SECARA TIDAK BERMORAL!,0
Kakak saya dan pacarnya sering menertawakan saya karena saya jelek,1
tetangga saya suka menganiaya bayinya jika bayinya berisik Bayinya sering terluka,0
Orang tua saya menjual saya pada lelaki hidung belang untuk menjadikan saya alat penghasil uang,0
Suami saya suka melampiaskan kemarahannya dengan saya dengan menggunakan kata umpatan yang sangat kasar,1
Saya melihat seorang ibu di daerah x meninggalkan sebuah kardus mencurigakan Keesokkan harinya ada kabar bahwa isi kardus tersebuat adalah seorang anak bayi,1
Ibu saya meninggalkan rumah dan tidak pernah pulang kembali ke rumah,0
Tetangga saya setiap malam membawa orang kerumahnya dan setelah itu orang yang dibawa tidak pernah terlihat lagi,0
bapak dan ibu saat ini saya dipaksa bekerja di daerah X dan merupakan korban dari perdagangan manusia,0
Adik saya tuna rungu dan sering mendapatkan perlakuan tidak menyenangkan oleh teman-teman sekolahnya Dia sering ditendang dan dipukuli,0
Kejadian pencabulan oleh anak dibawah umur terjadi siang tadi di dekat rumah saya alamatnya gang B no 4,0
saya kerap kali dipukuli hingga lebam oleh boss jika tidak menuruti permintaannya diluar pekerjaan,0
Teman saya sering dipukuli hingga memar oleh pacarnya ketika sedang emosi,0
Tetangga saya menggunakan narkoba Dia sering menganiaya anak-anaknya kalau sedang mabuk,0
Bapak saya suka mengintimidasi ibu karena keluarga ibu berasal dari keluarga tidak mampu,1
Saya sering menemukan kasus pencabulan pada anak-anak di gang sebelah,0
Anak perempuan saya diperkosa oleh staff sekolah X!,0
Ibu saya memiliki kelainan mental oleh karena itu dia sering memukul dan melakukan kekerasan fisik lainnya pada saya Saya tidak pernah mendapat kasih sayang dari seorang ibu :),0
Tetangga saya sering memukul anaknya jika nakal Padahal anaknya masih balita,0
Biadab sekali perilaku tetangga saya Anak saya masih berumur 14 tahun tapi dia habis diperkosa oleh tetangga saya ini Saya menangis setiap kali mendengar anak saya mengeluh kesakitan,0
Saya melihat kejanggalan yang ada di anak tetangga sya Ternyata dia pernah diperkosa oleh beberapa orang di sekolahnya Dia terlihat sangat trauma padahal umurnya masih 12 tahun,0
Suami saya jarang pulang dan tidak memberikan saya nafkah Akhirnya beredar gosip di kalangan tetangga dan saya merasa stress,1
Teman saya albino dia sering kali dibully oleh teman-temannya Dia sering dipandang rendah dikucilkan dan dipermalukan Saya tidak berani membelanya karena saya pasti akan dibully juga,1
Aku masih SMP kemarin kakak kelasku melecehkan aku dengan merobek bajuku dan menyibakkan rokku untuk ditertawakan di depan teman-temannya Aku sangat malu,1
Saya selalu dipukul dengan benda tumpul setiap melakukan sebuah kesalahan kecil oleh ayah saya,0
Aku sering dipanggil monyet sama temen-temen karena bulu di kulit aku lebat Sakit hati banget dengernya dan aku juga nangis nulis ini Aku gatau harus gimana buat ngelawan mereka,1
Perlakuan om saya pada saya terkadang sering bercanda Namun saya tidak merasa itu bercanda karena dia sering memegang bagian privat saya seperti dada dan bokong,0
Menantu saya sangat kasar terhadap saya Dia sering bermain tangan seperti memukuli saya tapi saya tidak berani membicarakan ini kepada anak saya (suaminya),0
Kemarin saya habis dibegal bokong di dekat rumah Saya sangat malu dan menangis seharian,0
Kemarin di halte saya liat tetangga saya yang perempuan dianiaya suaminya di publik Dipukuli hingga pingsan,0
Biasanya aku selalu bareng ibu tapi semenjak ibu ditinggal ayah tanpa kejelasan ibu jadi mudah stress dan ngelampiasin semua emosinya ke aku aku sedih dan gatau harus bantu gimana,1
Beberapa hari yang lalu saya melihat seorang wanita menampar nenek di kereta karena tidak mau memberikan kursinya kepadanya,1
Saat pulang kerja sekelompok pria di dekat rumah saya memaksa saya dan saya disetubuhi oleh lebih dari satu orang,0
Suami saya terus-terusan mabuk dan berjudi sedangkan saya harus kerja keras cari uang Kalau sudah mabuk dia pasti melampiaskan emosinya pada saya dengan mengatai saya anjing babi,1
Anak saya ketika main sering sekali disiram air comberan jika berisik oleh tetangga,1
Saya tidak pernah mau jika diajak berhubungan badan dengan pacar Suatu hari dia memaksa saya dan mengambil beberapa gambar Dia mulai menyebarkan gamabr tersebut pada grup teman-temannya Saya sangat kacau dan takut,0
Ayah sering banget mukulin ibu dan main tangan,0
saya menemukan bayi di bawah flyover jalan x,1
SAYA INGIN MELAPOR BAHWA ANAK SAYA DILECEHKAN DAN DIPERKOSA OLEH TETANGGA SAYA ALAMATNYA BERADA DI JALAN MERPATI TENGGARA 1,0
Bapak saya sering memperkosa wanita ketika mereka mabuk Saya sangat takut,0
Teman saya trauma karena saat pulang sekolah payudaranya dipegang orang tidak dikenal,0
Orang tua saya kerap kali bertengkar dan mengatai saya dengan kata-kata yang menyakitkan seperti iblis anjing babi dan kata kasar lainnya,1
Saya seorang istri dengan suami yang kasar Tidak segan-segan dia memukul saya atau melempar benda ke saya dan itu dilakukan di depan anak-anak,0
Suami saya sering berpergian tanpa informasi dan mengatai saya ketika sedang emosi Saya tidak merasa disayang maupun dicintai,1
Saya melihat ada pembullyan terhadap suatu kelompok ras di gang bunga nomor 7,1
Papa saya suka memegang dada dan bagian bawah wanita di kantornya,0
Kemarin tetangga saya mempermalukan anak temannya dengan tindakan rasisme Dia menghina anak tersebut berdasarkan warna kulit yang berbeda dengan ibunya,1
Om saya sering melakukan pelecehan seksual pada saya,0
Ibu selalu maksa aku untuk belajar dan belajar Kalau tidak belajar satu hari akan dibangunkan tengah malam dan tidak diberi makan,0
Kapanya keluargaku harmonis? ayah dan ibu kalau emosi pasti mukulin aku,0
saya ingin melaporkan di SD X seorang guru telah menyodomi muridnya secara paksa,0
Teman adik saya sering dibully jelek dan dicubit oleh teman sekolahnya tanpa alasan yang jelas,1
adik saya dibuang ke jalanan oleh ibu karena tidak bisa memberi makan,0
Beberapa hari lalu sekolah A memarahi murid dengan membawa-bawa ras Apakah pantas sekolah TK berbuat demikian?,1
Apakah pantas anak umur 9 tahun kls 4 SD cuma karna bercanda harus menerima hukuman fisikini sedang aku alami anaku mendapat kekerasan fisik dari gurunya sekarang dia g mau sekolah lg,0
Kalau papah emosi biasanya main tangan sama aku,1
Mama saya meninggalkan saya dan adik sendirian di rumah dan tidak pernah pulang lagi,0
Saya ingin melaporkan kejadian pemerkosaaan yang dilakukan oleh teman saya kepada adik saya Saat ini adik saya mengalami trauma,0
tolong ibu saya dipaksa dan diperkosa oleh rentenir yang meminjamkan uang karena belum bisa mengembalikan uang yang dipinjam untuk biaya saya berobat,0
Ayah dan ibu bersekongkol menyiram saya dengan air panas kalau saya nakal Kulit saya sekarang jadi sangat sensitif dan luka-luka,0
selamat malam barusan saya melihat sekelompok orang mencurigakan yang membawa segerombolan anak ke dalam mobil dengan plat BHigh456XYZ,0
Anak tetangga saya pernah diperkosa oleh ketua RT Saat itu umurnya masih 14 tahun Mohon diusut,0
Suami saya hingga sekarang tidak memberikan saya nafkah Dia juga mengancam saya setiap harinya untuk mencari uang,1
Suami saya sudah tidak menafkahi saya semenjak dia pergi ngantor keluar kota Setelah saya dengar dia ternyata punya istri simpanan di luar kota Sakit sekali dengarnya Padahal saya punya 2 anak dengan dia,1
Saya sudah capek dengan perilaku ibu saya yang abusive Dia tidak pernah sekalipun memberikan rasa kasih sayang pada saya Sejak kecil saya diasuh oleh nenek Ibu saya membenci saya karena mengingatkan pada bapak Bapak sudah lama meninggalkan ibu sejak saya lahir,0
tolong bantu saya melaporkan bapak x yang telah melakukan pemerkosaan terhadap kakak saya hingga mengalami trauma dan penyakit mental,0
tolong ada anak yang ditinggal pergi oleh ayahnya yang tidak bertanggungjawab di daerah x,0
Ayah suka mukul orangnya Dia bisa mukul seluruh keluarganya tanpa terkecuali,0
Orangtua saya melarang saya untuk pergi bersekolah dan mengharuskan saya untuk mengamen di jalanan,0
Tolong ibu saya diperkosa oleh segerombolan pencuri Mentalnya hancur,0
Ibu saya terus mengancam saya mencari uang saya dipaksa menjadi PSK hingga sekarang,0
Om saya sudah bercerai dengan istrinya dan ia menahan istrinya untuk bertemu dengan anak-anaknya padahal anak-anaknya sering disiksa,0
Saya sering lebam karena dipukuli ayah,0
Orang tua saya sangat keras Mereka suka memukuli saya dengan sapu lidi dan gesper makanya saya sering kabur dari rumah Tapi mereka pasti memaksa saya untuk pulang saya tidak berani,1
Orang tua saya sering memaksa saya untuk memakai pakaian laki-laki padahal saya adalah seorang perempuan,0
Kemarin saya mencoba mencoba mendidik adik saya yang berumur 9 tahun tentang pendidikan seks Dia mengaku pernah diperkosa oleh gurunya dan sangat takut untuk bercerita,0
Saya berumur 14 tahun sering mendapat kekerasan fisik oleh orang tua ketika mereka sedang emosi,0
Keluarga saya baik dari sisi ayah maupun ibu suka menganiaya saya Mereka bagaikan kompak ingin saya lenyap dari dunia ini,0
Om saya sering memukul tante saya ketika sedang mabuk dan kalah judi sampai tante pingsan,0
Aku benci banget sama ayah yang suka megang bagian privat aku padahal aku udah mau SMA tapi dia mesum,0
Ayah sering sekali mencubit dan mengatai aku bodoh,1
Pacar saya ini cantik Mungkin karena itu dia dibully oleh teman sekelasnya apalagi tahu bahwa ia ternyata memiliki pacar Teman-temannya memandang pacar saya dengan tatapan tidak suka dan kerap kali merendahkannya dengan mengatakan cantik doang gaada otak padahal pacar saya sering masuk rangking,1
Saat ini kakak saya sedang merantau dan ngekos Saat melihat di dalam kamarnya saya menemukan banyak celana dalam wanita Ketika saya tanya di kosannya apakah ada kasus kehilangan celana dalammereka mengiyakan Saya curiga kakak saya yang melakukannya,1
Saya mendengar suara bayi di dalam mobil yang terkunci dan butuh bantuan sekarang juga,0
Suami saya tiba-tiba menghilang tanpa berita apapun dan kembali dengan seorang wanita Ia kembali untuk menceraikan saya Saya stress memikirkan menafkahi anak saya,1
Saya sering ditendang dan dibuli teman-teman dengan disiram air got dan dimintai uang setiap pulang sekolah,0
Saya sering dibanding-bandingkan oleh ibu saya dengan orang lain,1
Paman saya memaksa saya untuk membuka seluruh pakaian saya di depannya dan mulai memainkan alat kelaminnya,0
Om aku suka berbuat kasar pada mama,1
Kakak saya sering melakukan pencabulan terhadap pacarnya,0
Pagi tadi ada tetangga saya yang berteriak pada anaknya memaki-maki dengan sebutan anak setan sampai anak itu menangis sesenggukan,1
Tante saya sering mendapatkan kekerasan seksual oleh ayah saya,0
Kejadiannya baru terjadi minggu lalu saya lihat tetangga yaitu seorang IRT sedang memukuli anaknya setelah mengambil rapot,0
Saya ingin mengambil anak saya dari mantan suami saya karena mantan suami saya ini pengangguran dan suka nyiksa anak saya sampe dipukulin,0
saat ini saya sakit-sakitan di rumah dan orangtua saya tidak mau membawa saya ke dokter ataupun rumah sakit,0
Anak tetangga saya dengan mamanya dipukulin dan dibanting di depan banyak orang Tapi nggak ada satupun yang berani bertindak akhirnya saya membuat laporan ini,0
Kakak saya sering dipaksa melakukan hubungan badan dengan pacarnya,0
Suami saya tidak menganggap saya seperti istrinya Dia sangat sensitif dengan masalah uang Dia berkali-kali meminta saya cerai karena masalah sepele,1
Anak laki-laki saya gay Dia mengaku saat kecil dulu pernah disodomi oleh orang dari salah satu institusi,0
Mantan suami saya masih sering menganiaya saya padahal sudah bercerai Ia juga kerap kali melakukan teror untuk membunuh saya setiap saya tidak mau memberikannya uang,0
Tutur kata suami saya tergadap keluarga saya cenderung merendahkan dan membuat malu di hadapan publik Dia sering meremehkan keluarga saya,1
Ibu saya sering disiksa hingga masuk ke rumah sakit,0
Sungguh laknat sekolah O anak laki-laki saya masih SMP DISODOMI oleh guru-guru yang mengajar disana Kurang ajar anak saya sampai trauma Saya sangat marah,0
Anak saya berumur 14 tahun diperkosa gurunya dan anak saya memiliki trauma besar sekarang Dia tidak mau sekolah,0
Di daerah x saya melihat ada pengemis yang meminta-minta sambil menggendong bayi yang tidur namun bayinya terlihat aneh Sepertinya bayinya dibius untuk terus tidur,0
Kemarin saya menemukan seorang anak di dalam rumah kosong menangis sendirian,0
Kalau mamah emosi biasanya suka mukul aku,1
Ayah memaksa saya menjual diri ke tetangga yang kaya Saya merasa saya sudah tidak punya harga diri lagi,0
Saya letih dengan ucapan ibu saya yang terus-terusan menghujat saya karena saya gagal masuk sekolah negeri,1
saya ingin melaporkan kekerasan seksual yang dialami oleh sahabat saya yang diperkosa oleh guru saya di SMA X,0
Suami saya suka berbicara kotor di depan anak,1
Saya ingin melaporkan bahwa ada pemerkosaan yang terjadi di kawasan perumahan saya Sang pelaku mengincar anak-anak kecil dan membius mereka,0
Selamat pagi saya bekerja di salah satu perusahaan penerbangan sebagai pramugari Saya dipaksa untuk melakukan hubungan badan oleh direktur utamanya jika tidak ingin dipecat Saya akhirnya dipecat sekarang Tapi saya ingin melaporkan hal ini karena banyak teman-teman saya yang terjebak disana,0
Di jalan depan gang saya banyak orang yang mengeluhkan adanya begal payudara,0
Tetangga saya sekarat dan masuk rumah sakit karena sering dianiaya suaminya,0
Pada saat pulang dari kantor saya diperkosa oleh segerombolan orang tidak di kenal di dekat jalan flamboyan nomor x mohon tindakannya,0
Suami saya sering merendahkan saya di depan koleganya Ia juga sedang dekat dengan wanita lain,1
Kemarin saya melihat tetangga saya membunuh istrinya dengan pistol Mayatnya disembunyikan di belakang rumah saya sangat takut mau cerita ke siapa Semoga bisa segera ditangani,0
Suami saya sering berjudi dan melakukan kekerasan fisik seperti memukul badan dan tangan kaki saya hingga pernah suatu ketika tangan saya patah,0
Saya menikah sirih dengan lelaki yang kasar dengan seenaknya ia melakukan kekerasan pada saya,0
Sekolah beserta asramanya sering melakukan kekerasan seksual oleh staff kepada murid didiknya,0
Aku kurus jarang dikasih makan dan sering dianiaya ibu kalau ngga dapet ranking,0
Ayah saya memaksa saya untuk memenuhi nafsu birahinya jika tidak mau saya tidak diperbolehkan untuk berangkat sekolah,0
Tetangga saya benci sekali dengan anaknya Dia ga segan-segan untuk mukul atau ngata-ngatain anaknya babi anjing monyet dan segala umpatan binatang lainnya,1
Saat saya pulang les saya bertemu dengan begal bokong Saya malu sekali,1
Suami saya mengancam akan membunuh saya jika tidak mengikuti perintahnya yang padahal sepele Dia sangat kejam dan suka memukul,0
Di kalangan ibu-ibu beredar gosip bahwa saya adalah istri simpanan Saya tidak tahu bagaimana cara mengatasinya setiap hari saya stres dan suami saya jadi percaya oleh gosip tersebut,1
Saya ketua RT di desa X ingin melaporkan adanya perdagangan manusia di daerah saya banyak korban yang meminta untuk dipulangkan dan saya butuh bantuan,0
tetangga saya menelantarkan anaknya ke jalanan di kota x,0
Anak saya ditahan oleh bapaknya dan tidak boleh bertemu dengan saya Selama ia bersama dengan bapaknya ia selalu dianiaya hingga sering masuk ke rumah sakit,0
Suami saya orangnya sangat bengis Dia tanpa segan bisa menyakiti saya dengan pisau,0
Saya ingin melaporkan tetangga saya yang telah melakukan tindak kekerasan seksual terhadap anak saya anak saya dipaksa dan disetubuhi sampai mengalami gangguan mental Saya meminta keadilan,0
Ayah aku suka ngebentak dan ibu aku juga sama,1
Saya sangat ketakutan jika bertemu dengan guru di sekolah Dia pernah mencium saya secara tiba-tiba Padahal kami berbeda 10 tahun,0
Di sekolah X tempat anak saya sekolah menghukum anak didiknya dengan menyiram air kotoran Tolong segera diusut,1
Saya yatim piatu dan tinggal dengan om sekarang Tapi om saya sering memukul saya,0
Tanteku tinggal di rumahku sekarang Kalau aku ngga nurutin suruhan dia dia pasti mukul aku pakai tangan,0
Ibu aku bipolar dan suka ngga stabil emosinya Aku masih SMP dan sering merasa ngga berharga di depannya soalnya ibu sering ngatain aku anak ngga berguna Aku sedih banget,1
Ayah saya sering melakukan kekerasan fisik dan verbal kepada ibu ibu saya sampai punya gangguan mental,0
pacar saya memaksa saya untuk berhubungan badan dengannya jika tidak mau saya diancam akan ditinggalkan,0
Saya takut dengan bapak saya Dia selalu memiliki tatapan merendahkan setiap bertemu saya Setelah saya telusuri ternyata saya bukanlah anak kandungnya Saya adalah anak diluar hamil ibu dengan laki-laki lain,1
Ibu saya selalu mendapatkan kekerasan dari saudara laki-lakinya tapi tidak ada yang berani melawan,0
Saya dihamili pacar dan sekarang sudah melahirkan anak kembar Tapi pacar saya tidak mau bertanggung jawab dan kabur Padahal saya masih sekolah SMK,0
Kenalan saya berumur 12 tahun telah dihamili oleh seorang laki-laki tapi laki-laki tersebut tidak mau mengaku sedangkan kenalan saya mengadu pada orang tuanya,1
saya menemukan sekelompk anak yang ditinggalkan orangtuanya di daerah x,0
Dosen di kampus saya suka mengancam saya melakukan perilaku seksual jika tidak ingin mendapatkan nilai D,0
Saya diperkosa oleh teman seangkatan saya Awalnya dia bilang mau menginap karena tidak memiliki tempat tinggal Saya izinkan dia menginap di rumah saya Tapi saat malam tiba-tiba dia masuk ke kamar saya dan mulai melaksanakan aksinya Saya marah besar dan merasa sangat malu dan terkhianati,0
Selamat pagi saya ingin melaporkan kejadian pemerkosaan yang dialami oleh teman saya selama mengikuti kegiatan KKN di desa X dan butuh bantuan psikolog klinis untuk segera dilakukan konseling terimakasih,0
Ayah kerapkali melakukan penganiayaan terhadap ibu,0
Suami saya sering mengatai saya anjing babi monyet dan segala ucapan kasar lainnya,1
Ayah sering memukul bunda dengan pentungan sampai berdarah,0
Saya sering disebut dengan sebutan binatang oleh orang tua saya,1
Karena pengaruh kantor suami saya jadi sering mabuk dan mengatai saya dengan umpatan yang kasar,1
Saya perempuan dan kolega saya juga perempuan Dia sangat sinting Saya dan dia sedang menginap di hotel untuk keperluan bisnis Tapi tiba tiba tangan saya diikat dan tubuh saya mulai dia gerayangi Saya snagat jijik padanya,0
Ada pedofil yg mengincar anak tk di kampung sy Keberadaannya sgt meresahkan,0
Terdapat fitnah di kalangan tetangga saya yang mengatakan saya hamil diluar nikah Saya tidak berani dan tidak tau cara mengatasi fitnah yang tidak benar tersebut,1
selamat pagi saya ingin melaporkan pemerkosaaan yang dialami oleh teman saya dan sekarang teman saya mengalami trauma dan butuh bantuan segera mohon ditindak lanjuti terimakasih,0
pada saat saya ingin berangkat ke kantor saya melihat ada kardus mencurigakan di depan rumah saya dan pada saat saya cek di dalam kardus tersbut ada seorang anak bayi dengan selembar surat,1
saya mendengar suara pada saat ingin membuang sampah dan ternyata ada bayi di dalam sebuah kardus,1
Bapak saya pernah melakukan pencabulan pada anak tetangga saat usianya 6 tahun,0
Kak saya berumur 9 tahun hidup di tengah-tengah keluarga temperamental yang selalu memukul dan menganiaya saya untuk melepaskan emosinya,0
sekarang aku lagi di rumah sendirian papa dan mama udah gak pulang selama tiga hari dan gaada kabar sama sekali,0
Ibu saya hingga sekarang tetap diam karena kasus pemerkosaan yang ia alami saat masih remaja,0
Suami saya sering menusuk saya dengan pisau Saya depresi sudah berkali-kali masuk rumah sakit,0
Saat naik kereta dada saya diremas oleh seorang pria yang menggunakan masker topi hotam dan jaket hoodie berwarna abu-abu,1
Aku pergi ke sekolah J kemarin dan ngeliat ada bullying pada seorang anak sekolah yang memiliki rambut keriting,1
Pacar saya pernah memperkosa saya Sekarang saya sedang hamil bayi kembar dan dia tidak mau bertanggung jawab,0
Ayah saya kerjaanya setiap hari hanya mabok-mabokan dan berjudi dan saya harus bekerja menanggung hidupnya,0
Pacar saya mengancam akan menyebarkan foto-foto saya tanpa busana jika melaporkan tindakan kasarnya selama ini ke polisi,0
Kemarin saya melihat sekelompok anak yang melecehkan seorang wanita Padahal wanita tersebut menggunakan pakaian serba tertutup,1
Ayah aku bipolar dan suka membuat ibu merasa tidak berguna Dia sering memaki ibu hanya berguna sebagai pembantu dan pemuas nafsu saja Ibuku sangat sedih hingga menangis setiap hari,1
Suami saya adalah WNA dan ketika ia tinggal di Indonesia saya tidak merasa seperti istrinya Saya hanya melakukan tugas sebagai istri dan apapun yang saya lakukan akan ditentang jika tidak sesuai dengan keinginannya,1
Saya sebagai orang tua sangat merasa hancur Anak saya kemarin sore hilang dan setelah saya selidiki dia diperkosa oleh tetangga jauh saya yang sudah tua Saya sangat hancur pak Anak saya juga mengalami trauma Padahal dia masih SMP masa depannya masih jauh di depan,0
Mertua saya suka bermain fisik seperti menampar memukul menendang saya ketika beliau sedang emosi,0
Kepala saya rasanya mau pecah mendengar pertengkaran hebat dari pasutri sebelah rumahmasalahnya mereka mulai mengganggu warga dengan suara bantingan benda tumpul,1
tolong tetangga saya saat ini sedang diperkosa oleh sekelompok orang tidak dikenal dan saya takut sekali untuk membantu lokasi saya sekarang ada di daerah x,0
Saya melihat kejadian kekerasan verbal pada anak di khalayak publik Setelah saya telusuri ternyata dia adalah tetangga saya Rumahnya berada di XYZ,1
Pacar saya sering main tangan sama saya Sebenarnya sekarang udah putus tapi dia masih sering meneror saya Saya mau lepas dari dia,1
Suami saya seringkali main tangan hingga dilihat oleh anak Saya seringkali terpikirkan untuk bunuh diri tapi saya punya tanggung jawab terhadap anak,0
Anak saya dipermalukan dan direndahkan oleh guru di sekolah Y,1
ANAK SAYA DIBIUS DAN DISURUH BERHUBUNGAN INTIM DENGAN TETANGGA SAYA YANG BEJAT,0
Suami saya suka bermain tangan,0
Pas itu saya pergi keluar rumah untuk bertemu dengan pacar Setelah pulang ngedate saya tiba-tiba dikelilingi orang dan dibekam mulutnya habis itu saya diperkosa ramai-ramai Saya sangat trauma dan tidak tau harus gimana untuk menghilangkan rasa ketakutan ini,0
Di puskesmas saya menemukan orang yang semena-mena dalam bekerja Ia sangat kasar pada perempuan,0
Anak saya suka dijewer oleh gurunya,1
Ibu suka memukul ayah dengan benda tumpul,0
Saya adalah pramugari di perusahaan Z Saya sering diancam akan dipecat jika tidak memuaskan nafsu para dirut Saya sangat takut,0
Aku saat ini hanya bisa makan satu kali sehari karena ditinggal sendirian di rumah dan ibu tidak pernah pulang kembali ke rumah,0
Om saya melakukan pencabulan saat saya berumur 14 tahun,0
Saat mengikuti program KKN teman saya memaksa saya dan saya disetubuhi malam itu,0
Saya dan suami sudah bercerai namun saya selalu dikata-katai dan dimaki-maki setiap hari Saya ingin lepas darinya,1
Pagi tadi di jalanan X saya melihat anak yang kebingungan dan setleah saya tanya dia ditinggal pergi oleh orangtuanya,0
Kakak tiri saya sering memaksa saya melakukan hal yang dia inginkan Dia sering memfitnah dan mempermalukan saya di depan keluarga besar,0
Selamat malam tolong bantu saya mendapatkan keadilan atas kekerasan seksual yang dilakukan oleh suami saya terhadap pembantu saya,0
Saya dipaksa menikah oleh orangtua saya dengan dalih membantu ekonomi padahal saya masih belum cukup umur tolong saya,0
Saya gendut dan tidak menarik Saya sering dibully karena itu mereka merendahkan saya setiap saya datang ke sekolah,1
Daerah rumah saya rawan dengan pedofil Mereka mengincar anak kecil dan memaksa mereka untuk ikut ke dalam mobil membawa mereka ke suatu tempat asing lalu diperkosa,0
saya ingin melapor bahwa sudah satu bulan anak tetangga saya menumpang dan tidak ada kabar dari orangtua ataupun saudaranya,0
Anak saya memiliki kepercayaan diri yang rendah karena sering dibully oleh teman-temannya Dia adalah anak berkebutuhan khusus Dia sangat pendiam,1
Tolong bantu adik saya menjadi korban pemerkosaan di sekolahnya adik saya diperkosa oleh gurunya yang biadab,0
Tante saya sering memukul sepupu saya ketika sedang emosi,1
Tetangga saya sering marah-marah setiap malam karena percekcokan Sering kali sang istri dikatai  dengan kata-kata kasar,1
Di pekerjaan saya saya selalu diancam akan dipecat jika tidak melakukan hubungan badan dengan boss,0
Aku benci banget sama ibu yang kalo lagi marah suka ngata-ngatain aku pake ucapan kasar,1
Selamat malam saya ingin melaporkan bahwa anak saya baru saja mengalami pelecehan oleh teman-temannya Bajunya tiba-tiba ditarik dan dirobek celana dalamnya ditari dan ditampar ke muka anak saya Anak saya sangat trauma sekarang,1
Suami saya suka mengatai saya goblok,1
Anak dari bapak x yang suka minum minuman keras dilarang untuk bersekolah dan harus bekerja oleh bapaknya,0
Saya ingin melaporkan kejadian pemerkosaan yang dialami oleh tante saya dan butuh ditangani segera karena hingga detik ini mengalami ganggua mental,0
Saya pergi keluar rumah menggunakan baju longgar dan tiba-tiba ada orang masturbasi di depan saya Saya sangat takut dan malu,1
Tetangga saya jahat banget Dia suka nyiram anaknya pake air panas,0
Aku capek sama kedua orang tua aku Mereka setiap hari selalu main tangan sama aku kalau emosi,0
Kemarin sore saya bertemu dengan anak laki-laki yang mengatai ibunya dengan kata-kata yang sangat kasar yang tidak pantas diucapkan,1
Kakak saya sering melindungi saya ketika ibu sedang emosi Dia sering ditonjok ditendang hingga memar-memar,0
Orang tua saya bekerja dan setiap hari saya sekolah Adik saya masih TK kadang suka diasuh oleh om saya Pernah suatu ketika saat saya pulang lebih cepat saya melihat perilaku biadab om saya Adik saya dipaksa masturbasi di depan om saya saya sangat marah hingga tidak bisa berkata-kata,0
Pacar saya memanfaatkan saya untuk memuaskan birahinya dengan mengancam akan menunjukkan video rekaman saya dengan dia,0
Papa saya sering keluar rumah untuk judi karena tidak suka dengan saya Saya telah melakukan tindakan asusila dan papa saya sangat marah karena hal itu,1
